KRNr,VorlageNr,Titel,Geschaeftsart,AblaufschrittTyp,DokumentTitel,eDocumentFileName,eDocumentID,Version,Sitzungsdatum,url
151/2013,,Sanktionswesen in der Sozialhilfe,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,f8d160881c384ec79361ed7f5e32da8b-332,1,2013-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/f8d160881c384ec79361ed7f5e32da8b-332/1/pdf
226/2013,,Kurse in heimatlicher Sprache und Kultur,Parlamentarische Initiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,cb6f2c428d0746af9b879c1178054978-332,1,2013-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cb6f2c428d0746af9b879c1178054978-332/1/pdf
313/2010,,Periodische Publikationspflicht aller Informationen über externe Aufträge,Motion,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,6836d7d2a1d94faea0694fa18f026b47-332,1,2013-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/6836d7d2a1d94faea0694fa18f026b47-332/1/pdf
4987,4987,Genehmigung des Zusammenschlusses der Politischen Gemeinden Bertschikon und Wiesendangen,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,a7110ea4d17f448486a440d328fb6489-332,1,2013-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a7110ea4d17f448486a440d328fb6489-332/1/pdf
337/2012,,Good Governance des Kantons Zürich,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,22ecc518288e43ffa6e786c6752986a9-332,1,2013-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/22ecc518288e43ffa6e786c6752986a9-332/1/pdf
4991,4991,Jahresbericht Universitätsspital Zürich für das Jahr 2012,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,531f5ce34ec04ec9ad20b7ed9a86fc59-332,1,2013-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/531f5ce34ec04ec9ad20b7ed9a86fc59-332/1/pdf
223/2013,,Kanton gefährdet Grüne Perle im Sihltal,Dringliches Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,fb2c9a034b5d4384bd189c01508c9636-332,1,2013-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/fb2c9a034b5d4384bd189c01508c9636-332/1/pdf
335/2012,,Priorisierung und Reduktion der Aufgaben der Regierungsräte,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,7b33f68a17a0433494e9c10d3bb85d57-332,1,2013-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/7b33f68a17a0433494e9c10d3bb85d57-332/1/pdf
4990,4990,Jahresbericht Kantonsspitas Winterthur für das Jahr 2012,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,d996e27c14e24b54b21c09bbf6a3e73a-332,1,2013-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d996e27c14e24b54b21c09bbf6a3e73a-332/1/pdf
41/2012,,Forderung nach einem regionalen Gesamtverkehrskonzept (rGVK) Knonaueramt,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,40025dc4d9674c58a4c152b1f7d14ee1-332,1,2013-10-21T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/40025dc4d9674c58a4c152b1f7d14ee1-332/1/pdf
45/2012,,Innerstädtische Direktverbindungen zu den Knoten des Schienenverkehrs,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,4ebae6ffc16b4995ad896585f3bde972-332,1,2013-10-21T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4ebae6ffc16b4995ad896585f3bde972-332/1/pdf
4938,4938,Steuergesetz,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,ad253c939068423d9cb3d4c9fc416cee-332,1,2013-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ad253c939068423d9cb3d4c9fc416cee-332/1/pdf
4989,4989,Bewilligung eines Objektkredites für den Neubau des Radwegs entlang der 724 Tösstal/Wetzikerstrasse vom Rigiblick (Wetzikon) bis Bäretswil,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,955cd428ff374febbeac12938f210bc8-332,1,2013-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/955cd428ff374febbeac12938f210bc8-332/1/pdf
4950,4950,Zustellung der Lohnabrechnung für kantonale Angestellte per E-Mail im Intranet,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,37433b0c3a0240338e84ac835930ef0a-332,1,2013-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/37433b0c3a0240338e84ac835930ef0a-332/1/pdf
152/2011,,Erhöhung des Anteils an erneuerbarem Strom im Kanton Zürich (Ausbaupfad),Motion,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,ce89515cf0b5439e8cc75af4bbfd1ca2-332,1,2013-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ce89515cf0b5439e8cc75af4bbfd1ca2-332/1/pdf
225/2012,,Weissgeldstrategie für die ZKB,Motion,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,fa1a904b3bca4fa7be7383b1e654d7b6-332,1,2013-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/fa1a904b3bca4fa7be7383b1e654d7b6-332/1/pdf
4777,4777,Planungs- und Baugesetz,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,24b67c50d2ec483a83eb06963dd162dc-332,1,2013-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/24b67c50d2ec483a83eb06963dd162dc-332/1/pdf
4554,4554,Beschwerdelegitimation der Verbände,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,ec86e7aefb1749a4b81f714e0a1a2f29-332,1,2013-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ec86e7aefb1749a4b81f714e0a1a2f29-332/1/pdf
4880,4880,Landwirtschaftsgesetz (LG),Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,2e38b7e5d1b44df093edb1cf6eb5469a-332,1,2013-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/2e38b7e5d1b44df093edb1cf6eb5469a-332/1/pdf
269/2012,,Anpassung der Eigenmietwerte oder steuerliche Entlastung bei unentgeltlich zur Verfügung gestelltem Wohnraum für bedürftige Angehörige,Motion,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,fca666c9eb074cefb176c40611c5c091-332,1,2013-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/fca666c9eb074cefb176c40611c5c091-332/1/pdf
4954,4954,Bewilligung eines Beitrages aus dem Lotteriefonds zugunsten der Stadt Winterthur für den Umbau und die Sanierung der Villa Flora,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,647e87bc48444ab5be1973d8052458a9-332,1,2013-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/647e87bc48444ab5be1973d8052458a9-332/1/pdf
278/2012,,Jugendförderung steuerlich entlasten,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,1e7b32a0cb81440ba7c2666bcc009300-332,1,2013-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/1e7b32a0cb81440ba7c2666bcc009300-332/1/pdf
127/2011,,Portfolio von ausserschulischen Leistungen,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,d81b472655854537a36e530a90c4f47e-332,1,2013-11-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d81b472655854537a36e530a90c4f47e-332/1/pdf
4968,4968,Gesetz über die Pädagogische Hochschule (PHG),Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,19f6c997672a4a509da67d66ceb811f8-332,1,2013-11-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/19f6c997672a4a509da67d66ceb811f8-332/1/pdf
270/2011,,Anpassung der Volksschulverordnung § 44 (Legitimation einer Gesamtschulleitung),Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,58baf4fd02b34c8c9927887d7ab1d60c-332,1,2013-11-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/58baf4fd02b34c8c9927887d7ab1d60c-332/1/pdf
5009,5009,Genehmigung Wahl Mitglied Berufsbildungskommission für die Amtsdauer 2011–2015,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,00e16245845a4eef8a4f78a4c02f4e7a-332,1,2013-11-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/00e16245845a4eef8a4f78a4c02f4e7a-332/1/pdf
363/2010,,Ersatz der Mitarbeiterbeurteilung durch das jährliche Mitarbeitergespräch,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,3b2bbae0cebd4699bdcd8efe0d61317c-332,1,2013-11-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/3b2bbae0cebd4699bdcd8efe0d61317c-332/1/pdf
280/2011,,Beiträge an bewährte Zürcher Privatschulen,Motion,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,1ca5fe96924d48e28665b4530425cb13-332,1,2013-11-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/1ca5fe96924d48e28665b4530425cb13-332/1/pdf
4995,4995,Gesetz über den Beitritt zur Interkantonalen Vereinbarung über Beiträge an die Bildungsgänge der höheren Fachschulen (HFSV),Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,bba7a663baa64096992d876d828535bd-332,1,2013-11-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/bba7a663baa64096992d876d828535bd-332/1/pdf
4984,4984,Jahresbericht der Zürcher Fachhochschule für das Jahr 2012,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,f1a3cccd2e5048ad841668c731333aea-332,1,2013-11-11T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/f1a3cccd2e5048ad841668c731333aea-332/1/pdf
4975,4975,Genehmigung Jahresbericht der Universität für das Jahr 2012,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,22722a4392684bd4a97e8b16d75bc7dd-332,1,2013-11-11T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/22722a4392684bd4a97e8b16d75bc7dd-332/1/pdf
4994,4994,"Kantonale Volksinitiative «Keine Werbung für alkoholische Getränke auf Sportplätzen sowie an
Sportveranstaltungen im Kanton Zürich»",Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,4f0fd2e9581c4f6b997db7be193aaec6-332,1,2013-11-11T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4f0fd2e9581c4f6b997db7be193aaec6-332/1/pdf
267/2011,,Erweiterung der Interpretation «Ausrüstungspflicht» bei Versorgung mit Biogas – Zulassung zur Erfüllung des erneuerbaren Anteils gemäss § 10a des kantonalen Energiegesetzes,Motion,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,c0e76e2c6a0445c2820da43819da2511-332,1,2013-11-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/c0e76e2c6a0445c2820da43819da2511-332/1/pdf
155/2011,,Unterstützung Photovoltaik aus dem Rahmenkredit § 16 EnG,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,a65e950f0bea4e678c1d59086bc193db-332,1,2013-11-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a65e950f0bea4e678c1d59086bc193db-332/1/pdf
104/2012,,Nutzungskonflikt im Untergrund - Raumplanung hat eine dritte Dimension,Postulat,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,25b37b16809d4d68ae972651daea7bdc-332,1,2013-11-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/25b37b16809d4d68ae972651daea7bdc-332/1/pdf
156/2011,,Deckung des Energiebedarfs kantonaler Liegenschaften mit erneuerbaren Energien nach einem Umbau,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,f803d47a3f1e45c6921d59ffc45f02cc-332,1,2013-11-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/f803d47a3f1e45c6921d59ffc45f02cc-332/1/pdf
103/2012,,Nutzung des tiefen Untergrundes (Geothermie),Motion,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,dd62fd3dd17b4fbb8ed7ed46f7dd4134-332,1,2013-11-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd62fd3dd17b4fbb8ed7ed46f7dd4134-332/1/pdf
153/2011,,Unterstützung von Biogasanlagen ohne Kosubstrat mit Fördermitteln aus dem Rahmenkredit nach § 16 EnG,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,fa58d8f7049f44e58012296969c57d5c-332,1,2013-11-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/fa58d8f7049f44e58012296969c57d5c-332/1/pdf
266/2011,,Änderung des EKZ-Gesetzes in Bezug auf die Gewinnverwendung,Motion,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,8ab91e5a57cd4e2098f6682b35c8f090-332,1,2013-11-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/8ab91e5a57cd4e2098f6682b35c8f090-332/1/pdf
178/2012,,Zentrumsnahe Siedlungsentwicklung,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,7a1204cc4b7843b7a68b200d6146d5e6-332,1,2013-11-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/7a1204cc4b7843b7a68b200d6146d5e6-332/1/pdf
59/2012,,Nachhaltige Beschaffung im Kanton Zürich,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,073582fc149747ef855a85e32eb7f19a-332,1,2013-11-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/073582fc149747ef855a85e32eb7f19a-332/1/pdf
82/2013,,Verzicht auf Mitgliedschaft bei Economiesuisse,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,ab71d2e8f5464b9482d5d6960dbb63e6-332,1,2013-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ab71d2e8f5464b9482d5d6960dbb63e6-332/1/pdf
243/2013,,Umsetzung von Grundrechten der Schweizer Bundesverfassung,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,d26119b9759c43d1a93c70ba0cfd1472-332,1,2013-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d26119b9759c43d1a93c70ba0cfd1472-332/1/pdf
283/2013,,Steuerfreier Betrag (Sozialabzug) für Ehegatten,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,9a84575812504046872f2c96cae5b8ca-332,1,2013-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/9a84575812504046872f2c96cae5b8ca-332/1/pdf
4946,4946,Strassengesetz; Umsetzung des Gegenvorschlags zur Volksinitiative «Zürisee für alli»,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,83a7b3c63d6143f78c3c2a790839b2d3-332,1,2013-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/83a7b3c63d6143f78c3c2a790839b2d3-332/1/pdf
268/2013,,Standesinitiative für die rasche Behebung der Engpässe auf der Bahnstrecke Zürich - Winterthur,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,bb933fd4328e4f57a22cde588a2a26e6-332,1,2013-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/bb933fd4328e4f57a22cde588a2a26e6-332/1/pdf
40/2013,,Reglement über die Vorbereitung der Wahlen für die Mitglieder des Bankrates und des Bankpräsidiums der Zürcher Kantonalbank,Diverses,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,f3b75ae7532f4a84ac1e15c479ba5060-332,1,2013-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/f3b75ae7532f4a84ac1e15c479ba5060-332/1/pdf
242/2013,,Aufhebung des Kantonsratsbeschlusses vom 22. Oktober 2012 über die Bewilligung eines Verpflichtungskredites von 21 Mio. Franken für den Bau der Strasse «Uster West»,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,a3bdce82f2a343e98b808900705ca839-332,1,2013-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a3bdce82f2a343e98b808900705ca839-332/1/pdf
241/2013,,«Standesinitiative Kt. Zürich: Präzisierung und Änderung der Bundesverfassung im Regelungs- und Themenbereich Religionsfreiheit»,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,473fdad5dd5e433ba3176d333865a9ba-332,1,2013-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/473fdad5dd5e433ba3176d333865a9ba-332/1/pdf
297/2013,,"Kinder- und Jugendhilfegesetz (KJHG), Kleinkinderbetreuungsbeiträge (KKBB)",Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,26b027c410504ac9a03e5da934ca8dc8-332,1,2013-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/26b027c410504ac9a03e5da934ca8dc8-332/1/pdf
318/2013,,Ausarbeitung einer Kreditvorlage zuhanden des Kantonsrates für einen Staatsbeitrag an die SBB für den Ausbau der S-Bahn-Strecke Uster - Aathal auf Doppelspur,Einzelinitiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,d90431d3f3f944559ed6d7e8bb13d51b-332,1,2013-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d90431d3f3f944559ed6d7e8bb13d51b-332/1/pdf
296/2013,,Kantonsreferendum gegen den Bundesbeschluss betreffend Erbschaftssteuerabkommen zwischen der Schweiz und Frankreich,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,b8ad3acc784444a3bc7d9115fc0853b8-332,1,2013-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/b8ad3acc784444a3bc7d9115fc0853b8-332/1/pdf
332/2012,,Alkoholverbot während Nachtfahrten im Zürcher Verkehrsverbund,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,307d799143a44f77a0dfdef7d0151328-332,1,2013-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/307d799143a44f77a0dfdef7d0151328-332/1/pdf
258/2013,,Abschaffung der elektronischen Stimmabgabe,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,dcb1bb6a065148d0a323d4814dfac67b-332,1,2013-11-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dcb1bb6a065148d0a323d4814dfac67b-332/1/pdf
229/2012,,Ordentliche Staatsanwältinnen und Staatsanwälte,Parlamentarische Initiative,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,b81fa8b2cbe346ea892daebf9f8b7366-332,1,2013-12-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/b81fa8b2cbe346ea892daebf9f8b7366-332/1/pdf
4999,4999,Geschäftsbericht und Jahresrechnung der BVG- und Stiftungsaufsicht des Kantons Zürich (BVS) für das Jahr 2012,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,fa70b058bb7c4d99920f5ef41400fe91-332,1,2013-12-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/fa70b058bb7c4d99920f5ef41400fe91-332/1/pdf
5029,5029,"Jahresberichte u. Nachweis Einhaltung der neg. Zweckbindung der Kirchensteuern der jur. Personen 2012 der Ev.-ref. Landeskirche, der Röm.-kath. Körperschaft, der Christkath. Kirchgemeinde, der Israelitischen Cultus-  und der Jüdischen Liberalen Gemeinde",Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,d45c8a7e7552422f8fdc80b51abf551f-332,1,2013-12-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d45c8a7e7552422f8fdc80b51abf551f-332/1/pdf
4958,4958,Steuergesetz,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,825bb07a708d484e9aab0122374c96ee-332,1,2013-12-09T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/825bb07a708d484e9aab0122374c96ee-332/1/pdf
5016,5016,Festsetzung Budget für das Rechnungsjahr 2014 und die Kenntnisnahme des Konsolidierten Entwicklungs- und Finanzplans 2014–2017 (KEF 2014),Vorlage,Zustimmung,Abstimmungsresultat 5016 b,Abstimmungsresultat_5016_b,6f57589027e64b31a0d7287d1eeafbab-332,1,2013-12-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/6f57589027e64b31a0d7287d1eeafbab-332/1/pdf
5017,5017,Festsetzung Steuerfuss für die Jahre 2014 und 2015,Vorlage,Zustimmung,Abstimmungsresultat 5017a,Abstimmungsresultat_5017a,99e8cbb8f3834fc0b0d69862927ef195-332,1,2013-12-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/99e8cbb8f3834fc0b0d69862927ef195-332/1/pdf
320/2013,,Weniger Kosten und weniger Staus mittels Global- und Pauschaloffertstellung und Bonus-Malus Regelungen bei kantonalen Strassenbauprojekten,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,6f4713101e3e4697a6e986d5d44a83fd-332,1,2014-01-12T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/6f4713101e3e4697a6e986d5d44a83fd-332/1/pdf
310/2013,,Grenzwertüberschreitungen beim Ozon,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,f98eef2ccc1043c589264b01654ed246-332,1,2014-01-12T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/f98eef2ccc1043c589264b01654ed246-332/1/pdf
4951,4951,Volksinitiative «Weniger Steuern fürs Gewerbe (Kirchensteuerinitiative)»,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,1a43a208b59c4665850ad4a13b874dc2-332,1,2014-01-13T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/1a43a208b59c4665850ad4a13b874dc2-332/1/pdf
4993,4993,Bewilligung eines Beitrages aus dem Lotteriefonds zugunsten der Zürcherischen Seidenindustrie-Gesellschaft,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,a396a35da60c4676a6e2c84fe3466e33-332,1,2014-01-13T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a396a35da60c4676a6e2c84fe3466e33-332/1/pdf
222/2013,,Einführung einer Jugend-Initiative für 12 – 17-Jährige,Motion,Ablehnung,Abstimmungsresultate,Abstimmungsresultate,7e5e5927378f436cab9d081c424005a7-332,1,2014-01-13T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/7e5e5927378f436cab9d081c424005a7-332/1/pdf
5006,5006,Rahmenkredit des Zürcher Verkehrsverbundes für die Fahrplanperiode 2014/2015,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,33e7ecdf2e894c91ae243702b0fe65ff-332,1,2014-01-20T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/33e7ecdf2e894c91ae243702b0fe65ff-332/1/pdf
5005,5005,Grundsätze über die mittel- und langfristige Entwicklung von Angebot und Tarif im öffentlichen Personenverkehr,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,460b13b2f9274cacb5aad5aaa2802d63-332,1,2014-01-20T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/460b13b2f9274cacb5aad5aaa2802d63-332/1/pdf
4901,4901,Kantonale Volksinitiative «Strom für morn»,Vorlage,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,1e7edfb1d4d04923ac5ff4afe46c4ba7-332,1,2014-01-20T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/1e7edfb1d4d04923ac5ff4afe46c4ba7-332/1/pdf
1/2014,,Erklärungen zum Konsolidierten Entwicklungs- und Finanzplan 2015-2018 (KEF 2015-2018),Vorlage,Überweisung an Regierungsrat,Abstimmungsresultat KEF-Erklärung 9,Abstimmungsresultat_KEF-Erklaerung_9,203a28c6208848879f67e35d98e4d8a2-332,1,2014-01-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/203a28c6208848879f67e35d98e4d8a2-332/1/pdf
1/2014,,Erklärungen zum Konsolidierten Entwicklungs- und Finanzplan 2015-2018 (KEF 2015-2018),Vorlage,Überweisung an Regierungsrat,Abstimmungsresultat KEF-Erklärung 12,Abstimmungsresultat_KEF-Erklaerung_12,a66b0c3f7579464da1a16476a34ad71b-332,1,2014-01-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a66b0c3f7579464da1a16476a34ad71b-332/1/pdf
1/2014,,Erklärungen zum Konsolidierten Entwicklungs- und Finanzplan 2015-2018 (KEF 2015-2018),Vorlage,Überweisung an Regierungsrat,Abstimmungsresultat KEF-Erklärung 11,Abstimmungsresultat_KEF-Erklaerung_11,31686d886cc54ccc88c4fd50bdce4a33-332,1,2014-01-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/31686d886cc54ccc88c4fd50bdce4a33-332/1/pdf
1/2014,,Erklärungen zum Konsolidierten Entwicklungs- und Finanzplan 2015-2018 (KEF 2015-2018),Vorlage,Überweisung an Regierungsrat,Abstimmungsresultat KEF-Erklärung 2,Abstimmungsresultat_KEF-Erklaerung_2,fa8d23ff895a482d850a69a3d5c32060-332,1,2014-01-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/fa8d23ff895a482d850a69a3d5c32060-332/1/pdf
1/2014,,Erklärungen zum Konsolidierten Entwicklungs- und Finanzplan 2015-2018 (KEF 2015-2018),Vorlage,Überweisung an Regierungsrat,Abstimmungsresultat KEF-Erklärung 3,Abstimmungsresultat_KEF-Erklaerung_3,5402036b48db4b0e87dc9dd10399f7db-332,1,2014-01-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/5402036b48db4b0e87dc9dd10399f7db-332/1/pdf
